Target_genes	TFDP1|Average	SRX1726514|MM.1S	SRX1726517|U-266	STRING
RAD18	861.000000	1043	679	0
ANAPC15	857.000000	1192	522	0
RNF5	856.000000	1609	103	0
PPP4R3A	856.000000	1146	566	0
DHDDS	856.000000	982	730	0
AGPAT1	856.000000	1609	103	0
RTKN2	854.500000	1709	0	0
GINS2	854.500000	830	879	0
UGGT2	854.000000	1264	444	0
SCAMP4	854.000000	1554	154	0
PPIH	854.000000	995	713	0
ADAT3	854.000000	1554	154	0
NDUFA6	853.500000	1425	282	0
SMC3	853.000000	1114	592	0
PA2G4	853.000000	1215	491	0
DAZAP1	852.500000	1515	190	0
AP1M1	851.000000	1227	475	0
RPL31	850.500000	1135	566	0
SUV39H2	849.500000	1040	659	0
SH3YL1	849.000000	1245	453	0
ACP1	849.000000	1245	453	0
RCL1	848.000000	1259	437	0
PRCP	847.500000	1270	425	0
PHACTR4	847.500000	1347	348	0
DDIAS	847.500000	1270	425	0
HSP90B1	846.000000	1062	630	0
CENPH	845.500000	1195	496	0
SLC25A36	845.000000	1182	508	0
POLR1E	842.500000	1281	404	0
USP4	842.000000	909	775	0
TGOLN2	841.500000	1287	396	0
GGH	841.500000	1001	682	0
RAB1A	841.000000	1565	117	0
TEDC1	840.500000	1120	561	0
CMSS1	840.500000	1075	606	0
PPP1CB	840.000000	954	726	0
NUDC	840.000000	1156	524	0
ING3	838.500000	1324	353	0
USP32	836.500000	1191	482	0
KLHL24	836.500000	1565	108	0
GINS1	836.500000	1033	640	0
SRRT	836.000000	1210	462	0
NUDT1	836.000000	1032	640	0
MRM2	836.000000	1032	640	0
DESI2	836.000000	1504	168	0
BRD2	834.500000	1096	573	0
NAGA	831.500000	1185	478	0
CSTF2T	831.500000	1337	326	0
TIFA	831.000000	1089	573	0
PRKCSH	830.500000	903	758	0
CCDC151	830.500000	903	758	0
ERLIN1	830.000000	1064	596	0
CORO7-PAM16	830.000000	1249	411	0
CORO7	830.000000	1249	411	0
CDKN3	828.000000	1207	449	0
BTG3	827.500000	1430	225	0
PDZD11	825.500000	1130	521	0
OXSR1	825.500000	1197	454	0
KIF4A	825.500000	1130	521	0
DDX42	824.500000	1309	340	0
CCDC47	824.500000	1309	340	0
CCDC15	824.500000	1438	211	0
DCLRE1B	823.500000	745	902	0
AP4B1	823.500000	745	902	0
AZIN1	823.000000	923	723	0
GLO1	820.500000	1415	226	0
TAOK2	818.000000	1232	404	0
KAZALD1	818.000000	1229	407	0
CKAP5	818.000000	868	768	0
NADK2	817.000000	1123	511	0
PTP4A2	816.500000	1319	314	0
PSMA1	816.000000	1183	449	0
PURB	815.500000	1127	504	0
BRIP1	814.000000	1007	621	0
ARF1	814.000000	1401	227	0
TBC1D5	812.000000	1306	318	0
RBM14-RBM4	811.500000	1202	421	0
RBM14	811.500000	1202	421	0
INSIG1	810.500000	1224	397	0
HNRNPDL	809.500000	1415	204	0
ENOPH1	809.500000	1415	204	0
SINHCAF	808.500000	1324	293	0
ARPP19	808.500000	987	630	0
STT3A	808.000000	1456	160	0
SELENOH	807.500000	1112	503	0
AGTPBP1	806.500000	1320	293	0
SAYSD1	806.000000	1205	407	0
OTULIN	805.500000	964	647	0
UBR7	805.000000	918	692	0
PUM1	805.000000	1173	437	0
HYLS1	805.000000	1168	442	0
GON7	805.000000	918	692	0
IPP	803.000000	1167	439	0
IFT140	802.500000	1167	438	0
CRAMP1	802.500000	1167	438	0
AUNIP	802.000000	1206	398	0
KAT7	801.500000	1191	412	0
SP4	800.500000	963	638	0
SPOP	799.000000	1149	449	0
RRNAD1	799.000000	1306	292	0
RNF168	799.000000	1106	492	0
ISG20L2	799.000000	1306	292	0
SMIM13	798.500000	1256	341	0
EZH1	798.500000	1262	335	0
ABHD10	798.500000	1233	364	0
TXNDC16	798.000000	1474	122	0
ICE2	798.000000	932	664	0
GPR137C	798.000000	1474	122	0
COX5A	797.500000	1328	267	0
WDR90	796.500000	1008	585	0
RALGAPA2	795.500000	1297	294	0
MPHOSPH9	795.500000	920	671	0
C12orf65	795.500000	920	671	0
NUP205	794.500000	1021	568	0
ABHD2	794.500000	1121	468	0
PHF20	794.000000	1059	529	0
TM9SF1	793.500000	957	630	0
MIS12	793.500000	1344	243	0
PRRC2A	792.500000	1011	574	0
CD320	791.500000	902	681	0
ZBED8	790.500000	1141	440	0
UBL7	789.000000	838	740	0
TROAP	789.000000	1135	443	0
ADK	788.500000	1045	532	0
PARP16	788.000000	1248	328	0
DDX39B	786.500000	1179	394	0
VPS13A	786.000000	1280	292	0
FANCE	785.500000	1238	333	0
CIRBP	785.500000	1155	416	0
MESP1	785.000000	1210	360	0
H4C4	782.000000	1564	0	0
TUBA3C	781.500000	0	1563	0
RNF227	781.000000	896	666	0
POLA1	780.500000	1046	515	0
NOP58	776.500000	1008	545	0
RPS6KA5	776.000000	849	703	0
DGLUCY	776.000000	849	703	0
CISD2	776.000000	1051	501	0
HNRNPF	775.000000	1134	416	0
CNBP	775.000000	1258	292	0
TERF1	774.500000	1104	445	0
PI4K2A	774.500000	1156	393	0
ISOC1	774.000000	1327	221	0
UBE2C	773.000000	1546	0	0
FBH1	773.000000	1400	146	0
ARHGAP19	773.000000	1175	371	0
ANKRD16	773.000000	1400	146	0
JPT2	772.500000	1237	308	0
GTPBP1	772.000000	1049	495	0
WDR17	771.000000	1411	131	0
CLTA	771.000000	1185	357	0
AGPAT5	770.500000	1075	466	0
CCDC155	769.000000	1347	191	0
NT5DC1	766.000000	1179	353	0
DONSON	765.000000	1168	362	0
VAPA	764.000000	1240	288	0
BUB3	764.000000	1144	384	0
TRIM26	763.500000	1128	399	0
CHCHD3	763.000000	1276	250	0
UTP23	762.500000	1071	454	0
RAB11A	761.500000	1033	490	0
CARM1	761.500000	1341	182	0
ZNF799	761.000000	816	706	0
TOR1AIP1	761.000000	1223	299	0
LSM8	761.000000	1024	498	0
SNRPD2	760.500000	740	781	0
QPCTL	760.500000	740	781	0
ZC3H6	759.500000	1106	413	0
ZNRF2	758.500000	1132	385	0
PPID	758.500000	705	812	0
GPHN	758.000000	1146	370	0
NAMPT	757.500000	1375	140	0
SASS6	756.500000	790	723	0
RFWD3	756.000000	782	730	0
PPP2R5A	755.500000	1359	152	0
GMPPB	755.500000	1096	415	0
PSMC4	755.000000	1339	171	0
MBD4	754.000000	1206	302	0
IFT122	754.000000	1206	302	0
UBXN2A	753.000000	1107	399	0
TEX30	753.000000	808	698	0
B3GAT3	753.000000	1230	276	0
PKD1	752.500000	1280	225	0
DHRS4L2	752.500000	1214	291	0
DHRS4	752.500000	1214	291	0
TRMT61B	752.000000	758	746	0
DPYSL2	752.000000	1244	260	0
CCDC130	751.500000	1195	308	0
TTC13	750.000000	1340	160	0
THAP7	750.000000	1110	390	0
PIGM	749.500000	1094	405	0
SLC31A1	748.500000	1206	291	0
FKBP15	748.500000	1206	291	0
ZNF837	747.500000	1107	388	0
PATL1	747.000000	1104	390	0
FAM151B	746.500000	937	556	0
DUSP28	746.500000	1070	423	0
ANKMY1	746.500000	1070	423	0
TMEM30A	743.500000	1307	180	0
TOPBP1	742.500000	987	498	0
TF	742.500000	987	498	0
SLC25A28	742.500000	1158	327	0
ZNF785	741.500000	1179	304	0
PGAP2	741.500000	1127	356	0
NUP98	741.500000	1127	356	0
INTS4	741.500000	1342	141	0
TCAIM	739.000000	1186	292	0
RHEBL1	739.000000	1058	420	0
CNOT3	739.000000	1239	239	0
ZBED4	738.500000	1477	0	0
USP36	737.500000	1323	152	0
LAGE3	737.500000	859	616	0
MRPL34	736.000000	1295	177	0
ZNF326	734.500000	1303	166	0
SRSF11	734.500000	1110	359	0
ORC2	734.500000	1087	382	0
LRRC40	734.500000	1110	359	0
GLE1	734.000000	1013	455	0
PXMP2	733.000000	885	581	0
POLE	733.000000	885	581	0
CREBZF	733.000000	1083	383	0
ING1	732.500000	1125	340	0
ADNP	732.500000	1212	253	0
KNTC1	731.500000	1013	450	0
TMEM116	730.500000	1032	429	0
ERP29	730.500000	1032	429	0
ABCA5	730.500000	1212	249	0
EDC3	730.000000	668	792	0
WDR7	729.500000	1180	279	0
FMC1-LUC7L2	729.000000	1056	402	0
FMC1	729.000000	1056	402	0
DLGAP5	728.500000	1246	211	0
GXYLT1	728.000000	1129	327	0
HIRIP3	726.500000	1022	431	0
ZNF624	725.500000	1250	201	0
RCN2	725.500000	1067	384	0
SMC5	725.000000	1179	271	0
PRPF4	724.000000	636	812	0
HNRNPA2B1	724.000000	810	638	0
CDC26	724.000000	636	812	0
CBX3	724.000000	810	638	0
N4BP2	722.500000	860	585	0
MAGOHB	721.000000	1188	254	0
ZNF250	719.500000	1269	170	0
BDH1	719.500000	1161	278	0
BAHCC1	719.000000	675	763	0
HNRNPU	718.500000	1184	253	0
PKMYT1	715.500000	896	535	0
LIN52	715.500000	1077	354	0
ALDH6A1	715.500000	1077	354	0
SNRPD1	715.000000	970	460	0
CFAP20	714.500000	1062	367	0
THAP12	712.500000	1203	222	0
GVQW3	712.500000	1203	222	0
RAB10	712.000000	1132	292	0
CASP2	711.000000	1022	400	0
MTRNR2L2	710.500000	660	761	0
EMD	710.500000	1032	389	0
ZNF443	710.000000	874	546	0
TUT1	710.000000	1236	184	0
TRIQK	708.500000	1417	0	0
SCO2	708.500000	1283	134	0
FBXO5	708.500000	941	476	0
SMC6	708.000000	643	773	0
GEN1	708.000000	643	773	0
TRAPPC3	707.500000	1207	208	0
POLR2H	706.500000	1075	338	0
POLN	706.500000	858	555	0
HAUS3	706.500000	858	555	0
PRPF38A	706.000000	930	482	0
ORC1	706.000000	930	482	0
SRBD1	705.500000	1003	408	0
LCMT2	705.500000	823	588	0
ADAL	705.500000	823	588	0
HPS5	705.000000	996	414	0
GTF2H1	705.000000	996	414	0
GSK3A	705.000000	1063	347	0
FHIT	705.000000	1185	225	0
UHRF1	702.500000	837	568	0
SHCBP1	702.500000	1062	343	0
XRRA1	701.500000	1004	399	0
SPCS2	701.500000	1004	399	0
EBP	700.500000	1200	201	0
GET4	700.000000	1166	234	0
EFCAB6	700.000000	789	611	0
CCNL1	699.500000	896	503	0
ZNF653	699.000000	945	453	0
SLC20A1	699.000000	600	798	0
PNRC2	698.500000	803	594	0
C12orf75	698.500000	763	634	0
NOC3L	698.000000	879	517	0
RHBDD1	697.500000	1046	349	0
PGAM1	697.500000	1096	299	0
TM7SF3	697.000000	1193	201	0
CDS2	696.000000	1283	109	0
ASXL2	695.500000	1043	348	0
AGBL3	695.500000	911	480	0
ZNF524	695.000000	1222	168	0
RELL1	695.000000	1230	160	0
FIZ1	695.000000	1222	168	0
TMEM87A	694.000000	979	409	0
GANC	694.000000	979	409	0
UQCRC1	693.000000	1008	378	0
BIRC3	692.500000	1142	243	0
HNRNPH1	690.500000	1093	288	0
GAS2L3	690.500000	673	708	0
KHDC1	690.000000	1017	363	0
RAD23A	689.500000	989	390	0
SPPL2B	689.000000	880	498	0
LSM7	689.000000	880	498	0
EFHC1	688.500000	1024	353	0
TATDN3	688.000000	1226	150	0
PARD6B	688.000000	1136	240	0
NSL1	688.000000	1226	150	0
SDHAF3	687.500000	1174	201	0
MIGA2	687.500000	1171	204	0
FAM122C	687.500000	956	419	0
FAM122B	687.500000	956	419	0
MPV17L2	686.500000	1211	162	0
PEX19	686.000000	1155	217	0
ZNF823	685.500000	758	613	0
BCKDHB	685.000000	1104	266	0
PMS2	684.500000	1131	238	0
H4C12	684.500000	1159	210	0
AIMP2	684.500000	1131	238	0
H4C11	684.000000	1200	168	0
AGPS	684.000000	801	567	0
RAD54B	683.000000	674	692	0
E2F1	683.000000	926	440	0
PCF11	682.000000	1242	122	0
UNG	681.500000	923	440	0
SLC30A5	681.500000	1093	270	0
CSTF3	681.500000	609	754	0
DBP	681.000000	1091	271	0
EEF1AKNMT	680.500000	1147	214	0
ZC3H7A	680.000000	875	485	0
SAMHD1	680.000000	956	404	0
ZNF280D	679.500000	795	564	0
KIF21A	679.000000	1027	331	0
SAE1	678.000000	1039	317	0
PPIA	678.000000	921	435	0
ZDHHC12	677.500000	893	462	0
MAPK14	677.500000	1183	172	0
CRKL	677.000000	1035	319	0
FBXO4	676.500000	949	404	0
TRMT6	676.000000	866	486	0
MCM8	676.000000	866	486	0
THAP10	674.500000	552	797	0
NABP2	674.500000	1096	253	0
LRRC49	674.500000	552	797	0
CBWD5	674.500000	1189	160	0
STK4	674.000000	1012	336	0
AP1S2	674.000000	1158	190	0
AHI1	673.500000	845	502	0
THAP9	673.000000	1124	222	0
SEC31A	673.000000	1124	222	0
PEX11B	673.000000	1020	326	0
NANP	673.000000	880	466	0
SSR3	672.500000	1120	225	0
SIRT2	671.000000	1162	180	0
NFKBIB	671.000000	1162	180	0
KCNH4	671.000000	1040	302	0
DUSP23	671.000000	1205	137	0
CBWD3	671.000000	1189	153	0
BANP	671.000000	897	445	0
VPS13C	670.500000	934	407	0
CPOX	670.500000	1040	301	0
E2F6	669.500000	804	535	0
SLC16A1	669.000000	904	434	0
IER5L	668.500000	763	574	0
PARP2	668.000000	699	637	0
TMUB2	667.000000	1172	162	0
SMC1A	667.000000	994	340	0
RIBC1	667.000000	994	340	0
PPP1R13L	665.500000	1070	261	0
PPCDC	665.500000	867	464	0
FRG1	665.500000	942	389	0
CD3EAP	665.500000	1070	261	0
GNA13	665.000000	1152	178	0
TMEM175	664.500000	856	473	0
PLEKHF2	664.500000	1150	179	0
GATAD2A	664.500000	1137	192	0
GAK	664.500000	856	473	0
SLC16A13	664.000000	1328	0	0
GUCY1B1	663.500000	1327	0	0
C7orf57	663.500000	507	820	0
SIK2	663.000000	1125	201	0
WBP2NL	662.000000	1042	282	0
TASOR2	662.000000	855	469	0
MRPS16	661.500000	875	448	0
SRSF3	660.500000	959	362	0
SNRPG	660.500000	820	501	0
RTN3	660.500000	1112	209	0
ZDHHC5	659.500000	1088	231	0
BRIX1	659.000000	1004	314	0
COX20	658.000000	1025	291	0
WARS2	657.500000	766	549	0
MAP2K2	657.500000	781	534	0
BOLA1	657.000000	945	369	0
EFEMP2	656.500000	1217	96	0
PSMC3	656.000000	982	330	0
E4F1	656.000000	1055	257	0
CCP110	656.000000	951	361	0
ZC3HAV1	654.500000	896	413	0
UQCC2	653.500000	1166	141	0
CMPK2	653.000000	1079	227	0
LMNB2	652.500000	990	315	0
RPL39L	652.000000	643	661	0
CCDC138	651.000000	956	346	0
HAUS4	650.000000	841	459	0
LRRC20	649.500000	1114	185	0
ARL6IP1	649.000000	898	400	0
AVPI1	647.500000	970	325	0
HLTF	647.000000	815	479	0
HILPDA	647.000000	983	311	0
AKIRIN2	646.500000	1031	262	0
MTR	646.000000	921	371	0
SMYD4	645.000000	934	356	0
RPA1	645.000000	934	356	0
FDPS	645.000000	1012	278	0
MGA	644.500000	729	560	0
ZNF93	643.500000	856	431	0
SUMO2	642.500000	1120	165	0
ZFYVE27	642.000000	1030	254	0
STRBP	642.000000	1070	214	0
NPAT	642.000000	1284	0	0
ATM	642.000000	1284	0	0
TCEA1	641.500000	874	409	0
RBBP6	641.500000	999	284	0
CNOT10	641.000000	988	294	0
NUDCD3	640.500000	846	435	0
FUNDC2	640.500000	646	635	0
MYH9	639.500000	1103	176	0
MRPL37	639.500000	926	353	0
DDI2	639.500000	1122	157	0
CYB5RL	639.500000	926	353	0
PPP1R7	638.500000	864	413	0
PASK	638.500000	864	413	0
PDCD11	638.000000	1024	252	0
ATP5MD	638.000000	1024	252	0
TMEM69	637.500000	1275	0	0
GPBP1L1	637.500000	1275	0	0
PPP2R3B	637.000000	621	653	0
PIAS1	637.000000	779	495	0
ZNF292	636.500000	1065	208	0
KHDRBS2	635.500000	1271	0	0
SFI1	634.500000	629	640	0
ANP32B	634.500000	827	442	0
SOX6	634.000000	1025	243	0
C11orf58	634.000000	1025	243	0
TIAM1	633.000000	909	357	0
LOC150051	633.000000	909	357	0
ARL4A	631.500000	906	357	0
CNPY3	631.000000	862	400	0
RFC3	630.500000	854	407	0
SLC25A11	629.500000	1081	178	0
RNF167	629.500000	1081	178	0
CLIC4	629.500000	1127	132	0
HAUS5	629.000000	925	333	0
OTUD4	627.500000	794	461	0
URGCP	627.000000	993	261	0
UBE2D4	627.000000	993	261	0
B3GALNT2	627.000000	1059	195	0
NCK1	626.000000	769	483	0
NAP1L1	625.500000	950	301	0
AP1AR	625.500000	1075	176	0
NUP58	625.000000	1017	233	0
PROSER1	624.500000	983	266	0
NHLRC3	624.500000	983	266	0
RPS19	624.000000	1110	138	0
SMIM14	623.500000	777	470	0
SLFN11	623.500000	1247	0	0
LDHA	623.500000	1037	210	0
DMRT2	623.500000	1085	162	0
ATIC	623.500000	869	378	0
CIPC	623.000000	987	259	0
POLE2	622.500000	597	648	0
EXOSC9	622.000000	910	334	0
VRK2	621.000000	877	365	0
PICALM	620.500000	1096	145	0
ZNF563	620.000000	651	589	0
THG1L	620.000000	961	279	0
MTBP	618.500000	584	653	0
MRPL13	618.500000	584	653	0
TEX10	618.000000	848	388	0
TCERG1	617.500000	869	366	0
SLC2A8	617.500000	1014	221	0
G3BP2	617.000000	1093	141	0
EIF4B	617.000000	1110	124	0
RASSF1	616.500000	860	373	0
PRIM2	616.500000	752	481	0
NENF	616.500000	1134	99	0
ECI1	616.500000	1056	177	0
TBCCD1	616.000000	893	339	0
IBA57	616.000000	1123	109	0
MIER1	615.500000	1061	170	0
ATRIP	615.000000	764	466	0
CBWD6	614.500000	1069	160	0
LRCH4	614.000000	1228	0	0
FBXO24	614.000000	1228	0	0
DNAJB1	614.000000	1030	198	0
CHRAC1	614.000000	994	234	0
H3C2	613.500000	904	323	0
SUCO	612.500000	1043	182	0
SMARCA4	611.500000	843	380	0
FKBP5	611.500000	899	324	0
FAR1	611.500000	942	281	0
CLK1	611.500000	984	239	0
USPL1	611.000000	1000	222	0
ANKRD54	611.000000	932	290	0
IPMK	610.500000	649	572	0
CISD1	610.500000	649	572	0
UBE3A	610.000000	967	253	0
SEC22C	609.500000	892	327	0
PPM1G	608.500000	691	526	0
CDPF1	608.500000	1018	199	0
ASPH	608.500000	955	262	0
RSPH1	608.000000	1124	92	0
PJA2	607.500000	933	282	0
NUP210	607.000000	762	452	0
MGAT1	607.000000	993	221	0
TMEM59	606.500000	925	288	0
OAZ1	606.000000	1119	93	0
DNAJC21	606.000000	1212	0	0
NOM1	605.000000	843	367	0
ZNF428	604.500000	803	406	0
VTA1	604.500000	919	290	0
NMBR	604.500000	919	290	0
ANKHD1-EIF4EBP3	604.500000	1068	141	0
ANKHD1	604.500000	1068	141	0
EPRS1	603.500000	1052	155	0
ARL2BP	603.500000	938	269	0
TMEM14B	602.500000	982	223	0
TIMM44	602.500000	1004	201	0
MAEA	602.500000	821	384	0
UBE4B	601.500000	1203	0	0
PHF3	601.500000	920	283	0
TMEM170A	600.500000	952	249	0
SNRNP70	600.500000	919	282	0
CREB3L2	600.500000	1201	0	0
IMPDH2	600.000000	959	241	0
CKS2	600.000000	811	389	0
AKR1B1	600.000000	778	422	0
TMEM60	599.500000	782	417	0
SERP1	599.500000	885	314	0
PHTF2	599.500000	782	417	0
EIF2A	599.500000	885	314	0
C19orf25	599.500000	1049	150	0
TTC23L	598.500000	660	537	0
ESYT2	598.500000	901	296	0
UBP1	597.500000	765	430	0
CYB5A	597.500000	1099	96	0
HS1BP3	596.500000	923	270	0
LOC101927572	596.000000	819	373	0
ALKBH6	596.000000	819	373	0
TMEM135	595.500000	993	198	0
GOLGA5	595.500000	846	345	0
FAM185A	595.500000	785	406	0
TUBGCP5	595.000000	817	373	0
H3C7	595.000000	1064	126	0
H2BC9	595.000000	1064	126	0
TRAF7	594.500000	1032	157	0
NCOA5	594.500000	956	233	0
STK25	594.000000	994	194	0
CCDC83	594.000000	939	249	0
POLI	593.500000	639	548	0
MRPL49	592.000000	932	252	0
FAU	592.000000	932	252	0
TREX1	591.500000	1012	171	0
HSPA2	591.500000	1004	179	0
CYB5B	591.500000	904	279	0
PRPF40A	590.500000	818	363	0
ARL6IP6	590.500000	818	363	0
BCL2L11	590.000000	1002	178	0
IL6ST	589.500000	971	208	0
HPF1	589.500000	914	265	0
DENND4A	589.500000	962	217	0
SLC66A1	589.000000	936	242	0
EXOSC5	589.000000	802	376	0
BCKDHA	589.000000	802	376	0
AKR7A2	589.000000	936	242	0
PPP5C	588.500000	926	251	0
CSRP1	588.000000	1002	174	0
PIGF	587.500000	964	211	0
OLA1	587.500000	1000	175	0
EIF4A3	587.500000	829	346	0
CRIPT	587.500000	964	211	0
CCDC171	587.500000	672	503	0
TMEM138	587.000000	915	259	0
CYB561A3	587.000000	915	259	0
ETFBKMT	586.000000	909	263	0
SUCLG1	585.500000	779	392	0
EID1	585.500000	795	376	0
C5orf34	585.500000	637	534	0
SLC50A1	584.500000	973	196	0
SLC44A1	584.500000	851	318	0
MEGF9	584.500000	901	268	0
SLTM	584.000000	877	291	0
SLK	584.000000	943	225	0
SERBP1	584.000000	861	307	0
PMS1	583.500000	946	221	0
ORMDL1	583.500000	946	221	0
CLGN	582.500000	813	352	0
TTC3	582.000000	916	248	0
SDHAF1	582.000000	1164	0	0
PIGP	582.000000	916	248	0
YTHDF3	581.000000	964	198	0
DKC1	581.000000	654	508	0
DYRK3	579.500000	1080	79	0
DUT	579.500000	719	440	0
CNOT1	579.500000	837	322	0
ERGIC3	579.000000	929	229	0
TIMM10	578.500000	910	247	0
CRCP	578.500000	769	388	0
NUP42	578.000000	550	606	0
COX14	578.000000	1021	135	0
PNPO	577.500000	801	354	0
TNKS2	577.000000	706	448	0
STX18	577.000000	807	347	0
ZBTB5	576.000000	999	153	0
MAP3K14	575.500000	992	159	0
HIBADH	575.000000	999	151	0
TOR3A	573.500000	860	287	0
STAT2	573.500000	1147	0	0
SEPTIN2	573.500000	922	225	0
RFX2	573.500000	699	448	0
NEURL1B	573.500000	895	252	0
HDLBP	573.500000	922	225	0
TMEM189-UBE2V1	572.500000	971	174	0
TMEM189	572.500000	971	174	0
CBWD2	572.000000	1144	0	0
ATG16L2	572.000000	863	281	0
VAPB	571.500000	985	158	0
RNF130	571.500000	0	1143	0
PSMB8	571.500000	968	175	0
MAML1	571.000000	831	311	0
SLC33A1	570.500000	949	192	0
ZNF397	570.000000	760	380	0
TTI1	570.000000	871	269	0
RPRD1B	570.000000	871	269	0
MAPK6	570.000000	922	218	0
DMTF1	569.500000	610	529	0
PTAR1	569.000000	847	291	0
CUL3	568.500000	789	348	0
THOC2	568.000000	609	527	0
TIPARP	567.500000	934	201	0
MINDY2	567.000000	896	238	0
PBRM1	566.500000	884	249	0
GNL3	566.500000	884	249	0
SFPQ	566.000000	979	153	0
MAD2L1BP	566.000000	899	233	0
FAM160A2	566.000000	991	141	0
OBI1	565.500000	690	441	0
MROH1	565.500000	998	133	0
TEX9	565.000000	784	346	0
PTGES3	565.000000	867	263	0
MACROH2A1	564.500000	791	338	0
LMNB1	564.500000	876	253	0
PHLPP1	564.000000	975	153	0
MAST2	563.500000	884	243	0
IMMP1L	563.000000	838	288	0
ELP4	563.000000	838	288	0
COA3	563.000000	683	443	0
CNTD1	563.000000	683	443	0
XPO1	562.000000	785	339	0
RBM6	561.500000	890	233	0
FMR1	561.500000	823	300	0
CSNK1G2	561.500000	976	147	0
DGCR8	560.500000	811	310	0
CGGBP1	560.500000	779	342	0
CANX	560.500000	990	131	0
C3orf38	560.500000	779	342	0
ODF2	560.000000	659	461	0
RBM15	559.500000	695	424	0
MSL2	559.500000	797	322	0
NUP50	559.000000	948	170	0
NSUN6	559.000000	750	368	0
CNKSR2	559.000000	1118	0	0
SNRPC	558.500000	757	360	0
EPC1	558.500000	967	150	0
RTN4	558.000000	905	211	0
DYM	557.500000	879	236	0
TMEM39B	557.000000	885	229	0
ZNF33A	556.500000	766	347	0
UBAP2L	556.500000	912	201	0
SNRPE	556.500000	596	517	0
SARNP	556.500000	931	182	0
ORMDL2	556.500000	931	182	0
FBXW7	556.500000	862	251	0
C1orf43	556.500000	912	201	0
HSPE1-MOB4	556.000000	828	284	0
HSPE1	556.000000	828	284	0
HSPD1	556.000000	828	284	0
TMEM97	555.500000	707	404	0
TIMM21	555.500000	933	178	0
MAT2A	555.500000	762	349	0
FBXO15	555.500000	933	178	0
LUC7L	555.000000	902	208	0
FEM1C	554.500000	832	277	0
TOP1	553.500000	779	328	0
TMX4	553.500000	892	215	0
CHAC1	553.000000	774	332	0
ZNF280B	552.500000	835	270	0
MTMR12	552.500000	972	133	0
DNAJB11	552.000000	765	339	0
XBP1	551.500000	825	278	0
SLC39A7	550.500000	1003	98	0
RXRB	550.500000	1003	98	0
LRRC58	550.500000	732	369	0
ABCB10	550.500000	951	150	0
COQ2	550.000000	857	243	0
SFT2D3	549.500000	729	370	0
HSPA9	549.500000	804	295	0
GMPS	549.000000	649	449	0
ARF6	549.000000	623	475	0
PPAT	548.500000	927	170	0
PAICS	548.500000	927	170	0
AKAP1	548.500000	848	249	0
SLC39A8	548.000000	741	355	0
PODNL1	547.500000	921	174	0
NFX1	547.500000	830	265	0
DCAF15	547.500000	921	174	0
XPC	547.000000	805	289	0
TMED1	547.000000	620	474	0
PSMA2	547.000000	926	168	0
MRPL32	547.000000	926	168	0
LSM3	547.000000	805	289	0
IMMT	547.000000	692	402	0
RAB4A	546.500000	804	289	0
TTC23	545.000000	906	184	0
LRRC28	545.000000	906	184	0
UBXN4	544.000000	939	149	0
REEP3	544.000000	812	276	0
JMJD1C	544.000000	812	276	0
CCDC134	544.000000	776	312	0
TDRKH	543.500000	640	447	0
SMG5	543.000000	828	258	0
SLC25A19	543.000000	885	201	0
PIP4P1	543.000000	617	469	0
TTC21B	542.500000	788	297	0
GTPBP2	542.500000	899	186	0
DYRK1A	542.500000	884	201	0
XPNPEP1	541.500000	946	137	0
TMEM107	541.500000	1083	0	0
MED11	541.500000	1083	0	0
RAB3A	541.000000	1082	0	0
SS18L2	540.500000	754	327	0
KCNH1	540.500000	1081	0	0
EEF1G	540.500000	859	222	0
TOMM70	539.000000	833	245	0
RNF26	539.000000	925	153	0
LNP1	539.000000	833	245	0
IDI1	539.000000	714	364	0
COPS8	537.500000	812	263	0
RFESD	537.000000	827	247	0
NUP88	537.000000	894	180	0
CCNB2	537.000000	634	440	0
NKTR	536.500000	892	181	0
NDUFB6	536.500000	796	277	0
CCDC77	536.500000	606	467	0
CORO1C	535.500000	813	258	0
WASL	535.000000	857	213	0
HEXIM1	535.000000	904	166	0
ANKRD39	535.000000	977	93	0
NABP1	534.500000	965	104	0
PSPH	534.000000	802	266	0
CCT6A	534.000000	802	266	0
ADGRF3	533.500000	922	145	0
THOP1	533.000000	794	272	0
TMA16	532.500000	699	366	0
VMA21	532.000000	694	370	0
CDT1	532.000000	655	409	0
ASMTL	532.000000	914	150	0
KATNBL1	531.500000	756	307	0
WDTC1	530.500000	791	270	0
USP42	530.500000	887	174	0
PCGF6	530.500000	760	301	0
INTS12	530.500000	464	597	0
GSTCD	530.500000	464	597	0
CAV1	530.500000	787	274	0
PIAS4	530.000000	852	208	0
MBD2	530.000000	968	92	0
UGCG	529.500000	776	283	0
H4C9	529.500000	858	201	0
DERL1	529.000000	863	195	0
CDC37	529.000000	809	249	0
DEPDC5	528.500000	858	199	0
CKAP2	528.500000	737	320	0
TM2D2	528.000000	885	171	0
PKN2	528.000000	855	201	0
ADAM9	528.000000	885	171	0
PAXBP1	527.000000	871	183	0
ZNF696	526.500000	927	126	0
DDX19B	526.500000	757	296	0
AARS1	526.500000	757	296	0
MAPT	526.000000	917	135	0
RNASEH2C	525.500000	738	313	0
RBMX	525.500000	705	346	0
NUP155	525.000000	705	345	0
MNS1	525.000000	0	1050	0
INPP5K	525.000000	873	177	0
C12orf29	525.000000	827	223	0
SREK1	524.500000	830	219	0
