Target_genes	E2F1|Average	SRX022432|HeLa	SRX150446|HeLa	SRX150563|HeLa	SRX734309|HMEC	SRX2565135|LNCAP	SRX2565136|LNCAP	SRX992662|LNCAP	SRX150556|MCF-7	SRX2585781|MDA-MB-231	SRX1726515|MM.1S	SRX275409|OCI-LY1	SRX1556104|PC-3	SRX1556105|PC-3	SRX1497386|RAJI	SRX1497396|RAJI	SRX1007721|SK-MEL-147	SRX1726518|U-266	SRX334238|Unclassified	SRX334239|Unclassified	SRX334242|Unclassified	SRX334243|Unclassified	SRX334246|Unclassified	SRX334247|Unclassified	SRX334250|Unclassified	SRX334251|Unclassified	SRX334254|Unclassified	SRX334255|Unclassified	SRX334258|Unclassified	SRX334259|Unclassified	SRX334262|Unclassified	SRX334263|Unclassified	SRX334265|Unclassified	SRX334266|Unclassified	SRX1548204|Wharton_Jelly	SRX1548205|Wharton_Jelly	SRX1548206|Wharton_Jelly	SRX1548207|Wharton_Jelly	SRX1548208|Wharton_Jelly	SRX1548209|Wharton_Jelly	STRING
RACGAP1	1035.923077	334	398	431	1540	2498	1291	3020	2576	1876	1804	1219	0	0	761	1560	0	610	2279	1578	1677	1578	2059	1358	1806	1390	575	560	322	724	991	1329	943	409	0	205	0	343	242	115	0
RFC1	1033.897436	685	1010	837	1227	2152	1105	2547	2904	1941	1026	988	0	0	546	1757	0	264	1996	1331	1494	1567	1973	1366	1538	1421	740	762	677	977	987	1620	1295	585	90	284	91	341	198	0	0
GINS3	1032.923077	911	904	494	1765	2272	1313	2565	1592	2001	787	1567	0	0	704	1903	0	260	2183	1307	1690	1523	1710	993	1678	1461	548	522	671	1071	1173	1494	1258	640	0	407	0	375	377	165	0
FANCA	1030.333333	333	1857	1158	1641	1979	931	2293	2947	1011	797	1407	0	0	820	1823	0	722	2214	1190	1367	1450	1765	1099	1854	1200	486	596	713	819	1021	1388	542	344	78	516	192	948	425	257	0
RIF1	1029.769231	716	1381	1072	1327	1423	802	2035	3688	2271	1232	1210	0	0	607	1391	0	499	2046	1300	1428	1535	1783	1183	1608	1293	568	623	590	689	949	1613	1365	678	0	246	120	472	418	0	0
REXO5	1026.717949	233	621	536	1989	2219	1327	2556	2483	1977	1012	661	0	0	342	1160	0	563	2697	1514	1598	1625	2195	1649	1617	1358	521	629	455	775	955	1219	1352	686	0	353	145	474	341	205	0
ERI2	1026.717949	233	621	536	1989	2219	1327	2556	2483	1977	1012	661	0	0	342	1160	0	563	2697	1514	1598	1625	2195	1649	1617	1358	521	629	455	775	955	1219	1352	686	0	353	145	474	341	205	0
PSMC3	1023.487179	263	901	618	1016	2193	1186	2793	2432	1792	1563	2491	0	0	870	2293	107	206	2316	1328	1511	1521	2063	841	1303	1427	481	308	481	802	901	1478	565	298	80	368	128	596	396	0	0
SNRPB	1022.205128	468	158	231	1637	2180	1151	2570	1857	1907	1323	1545	0	0	610	2249	0	484	2109	1401	1435	1331	1874	1246	1877	1592	634	680	741	872	857	1346	1429	760	0	278	87	519	279	149	0
SKP2	1020.487179	688	2262	1450	1173	1989	919	2214	3815	2146	1810	1770	0	0	538	1322	0	564	1952	1136	1358	1168	1671	1283	1401	1050	721	583	403	660	721	1036	695	304	0	282	88	368	259	0	0
LMBRD2	1020.487179	688	2262	1450	1173	1989	919	2214	3815	2146	1810	1770	0	0	538	1322	0	564	1952	1136	1358	1168	1671	1283	1401	1050	721	583	403	660	721	1036	695	304	0	282	88	368	259	0	0
NFATC2IP	1019.205128	471	658	723	1117	2012	1031	2391	3150	1933	2043	1666	0	0	730	1851	0	585	2150	1229	1459	1543	1824	1344	1511	1412	706	511	507	705	858	1379	936	394	0	136	116	272	290	106	0
AURKB	1016.948718	361	0	121	2664	2275	1089	2856	1278	1739	1261	629	0	0	1218	2118	0	301	2449	1318	1477	1499	2034	1276	1602	1305	718	764	646	696	1125	1291	1110	601	122	529	193	456	345	195	0
DSN1	1016.897436	1196	958	716	2009	1845	826	2471	1859	2042	1745	1601	0	0	876	2070	0	490	1993	1329	1450	1313	1885	1075	1434	1270	490	532	507	700	878	1300	834	414	113	204	0	721	308	205	0
INCENP	1014.846154	369	159	0	2859	2260	1220	2791	1823	1707	1415	1476	0	0	1193	2241	0	512	1937	1202	1324	1231	1615	1098	1455	1368	484	643	503	690	1078	1251	1379	668	77	407	120	419	437	168	0
BOLA2-SMG1P6	1013.666667	198	296	283	1492	2027	1525	2216	2633	1620	2446	2306	0	0	846	2385	0	773	1882	1147	1232	1025	1671	1088	1423	1303	610	459	441	639	844	1117	1184	548	142	468	90	558	453	163	0
FANCL	1012.641026	984	1952	1541	2204	2315	775	2621	4600	2092	1140	1304	0	0	300	1201	0	658	1615	816	1118	1008	1440	708	1332	1018	336	453	301	605	582	871	1072	335	120	444	166	732	626	108	0
CMC2	1012.538462	638	498	299	2149	1900	1180	2653	1328	1833	1239	759	0	0	1103	1882	0	763	2045	1371	1454	1516	2076	1398	1765	1500	541	464	676	885	1052	1236	1110	649	77	362	118	432	414	124	0
CENPN	1012.538462	638	498	299	2149	1900	1180	2653	1328	1833	1239	759	0	0	1103	1882	0	763	2045	1371	1454	1516	2076	1398	1765	1500	541	464	676	885	1052	1236	1110	649	77	362	118	432	414	124	0
ZFPL1	1007.769231	474	437	339	2620	2426	1331	3266	2243	1896	999	780	0	0	446	1840	0	696	1927	922	1281	1232	1684	1052	1723	1229	583	516	600	642	913	1235	1245	580	101	617	149	647	467	165	0
TMEM262	1007.769231	474	437	339	2620	2426	1331	3266	2243	1896	999	780	0	0	446	1840	0	696	1927	922	1281	1232	1684	1052	1723	1229	583	516	600	642	913	1235	1245	580	101	617	149	647	467	165	0
CDCA5	1007.769231	474	437	339	2620	2426	1331	3266	2243	1896	999	780	0	0	446	1840	0	696	1927	922	1281	1232	1684	1052	1723	1229	583	516	600	642	913	1235	1245	580	101	617	149	647	467	165	0
SPAG5	1007.487179	313	646	497	2165	1898	768	2506	1665	1869	1937	1540	0	0	752	1554	0	985	2042	1398	1447	1489	2246	1121	1806	1566	492	437	428	726	863	1433	1049	500	0	220	0	426	366	142	0
RFC3	1005.512821	296	676	540	2174	2594	1370	2794	2261	1882	665	603	0	0	463	1900	0	123	2017	1097	1435	1355	1784	1219	1760	1338	645	565	591	885	759	1407	1423	566	124	612	126	577	440	149	0
HMGB2	1001.820513	482	409	273	1651	1924	1292	2099	1626	1252	2256	1479	0	0	1488	2560	0	254	1867	1500	1328	1469	1967	1169	1616	1180	637	618	514	669	853	1462	992	602	0	480	109	666	328	0	0
FAM111B	996.717949	179	1335	660	1550	1714	998	2196	2543	1414	1176	1477	0	0	460	1244	0	503	2051	1342	1594	1569	1932	1659	1828	1487	614	647	641	943	988	1276	1155	494	0	340	91	438	230	104	0
DGCR8	994.358974	690	1587	739	1959	1861	1128	2042	2953	2026	861	805	0	0	0	0	0	265	2298	1428	1454	1484	1970	1504	1620	1489	584	665	680	870	1201	1721	600	366	137	558	120	639	364	112	0
H3C15	993.384615	255	760	424	2649	1424	1156	2006	1320	813	2519	883	0	0	1438	2378	0	506	1904	1634	1399	1308	1989	1154	1439	1246	488	393	347	738	941	1289	1203	483	143	383	220	915	421	174	0
H3C14	993.384615	255	760	424	2649	1424	1156	2006	1320	813	2519	883	0	0	1438	2378	0	506	1904	1634	1399	1308	1989	1154	1439	1246	488	393	347	738	941	1289	1203	483	143	383	220	915	421	174	0
H2AC19	993.384615	255	760	424	2649	1424	1156	2006	1320	813	2519	883	0	0	1438	2378	0	506	1904	1634	1399	1308	1989	1154	1439	1246	488	393	347	738	941	1289	1203	483	143	383	220	915	421	174	0
H2AC18	993.384615	255	760	424	2649	1424	1156	2006	1320	813	2519	883	0	0	1438	2378	0	506	1904	1634	1399	1308	1989	1154	1439	1246	488	393	347	738	941	1289	1203	483	143	383	220	915	421	174	0
RFC2	992.384615	919	1174	657	1527	2031	966	2551	1583	1722	1734	1707	0	0	703	1597	0	617	2119	1304	1560	1409	1772	1080	1577	1586	496	552	540	835	870	1354	415	310	183	391	93	382	387	0	0
SPC24	989.923077	239	516	298	1654	2217	1468	2746	1530	1795	1330	807	0	0	489	1730	0	558	2245	1316	1414	1326	2144	1382	1689	1401	678	698	555	786	926	1292	1535	578	96	166	138	424	441	0	0
NUP155	989.615385	1500	1786	1391	866	2030	1113	2145	2888	1877	764	1289	0	0	729	1808	123	387	1934	833	1141	949	1409	935	1475	990	528	524	631	738	876	1213	1326	637	0	523	119	533	475	110	0
RBL1	989.025641	847	1399	861	925	1843	1346	2340	2630	1675	988	1622	0	0	878	2090	0	236	1996	1059	1356	1248	1703	1197	1568	1291	631	575	608	638	918	1429	1413	610	0	177	0	209	266	0	0
DHX15	986.153846	642	578	505	1679	944	378	1904	2693	1241	2291	847	0	0	427	1437	0	523	2306	1508	1627	1763	2210	1826	1798	1571	683	686	613	781	1179	1538	940	578	0	287	0	227	250	0	0
RPS20	984.076923	339	204	258	1624	2110	959	2349	1086	1708	1546	1744	0	0	732	1902	82	213	2247	1348	1404	1369	1890	1206	1795	1483	645	809	686	1075	1091	1790	1104	637	0	257	0	382	305	0	0
KIF2C	983.179487	312	231	286	2583	2063	936	2778	1993	1739	2215	623	0	0	673	1537	0	730	2140	1264	1578	1491	1945	1074	1471	1184	543	654	599	604	950	1283	1105	667	0	335	0	339	313	106	0
NOP58	982.974359	373	653	644	1883	1896	1136	2695	2812	2065	1068	2107	0	0	752	1881	0	352	1835	954	1105	1245	1742	955	1455	1174	431	480	420	603	741	1140	1146	479	0	592	143	748	485	146	0
TOPBP1	979.666667	340	957	960	1604	2157	1098	2119	1933	1984	913	2406	0	0	872	1754	0	337	1962	1235	1373	1319	1729	993	1475	1124	579	605	562	686	727	1231	1283	459	0	353	89	623	274	92	0
TF	979.666667	340	957	960	1604	2157	1098	2119	1933	1984	913	2406	0	0	872	1754	0	337	1962	1235	1373	1319	1729	993	1475	1124	579	605	562	686	727	1231	1283	459	0	353	89	623	274	92	0
AKAP11	978.743590	108	285	296	1294	2106	1139	2034	3064	1679	640	2595	0	0	882	1341	0	92	2203	1356	1667	1425	1938	1245	1684	1262	645	482	503	697	932	1392	1233	678	0	334	114	479	347	0	0
TMEM116	974.769231	497	1202	903	1804	1401	871	2065	2230	1681	895	2376	0	0	838	2113	0	196	1935	1283	1469	1302	1867	912	1206	1369	492	503	509	702	1195	1540	703	363	0	596	99	532	219	148	0
ERP29	974.769231	497	1202	903	1804	1401	871	2065	2230	1681	895	2376	0	0	838	2113	0	196	1935	1283	1469	1302	1867	912	1206	1369	492	503	509	702	1195	1540	703	363	0	596	99	532	219	148	0
CLSPN	971.743590	536	1111	574	1865	2166	1013	2468	1545	1962	1963	686	0	0	751	2186	0	403	1879	1135	1558	1354	1709	1236	1385	1180	650	510	581	702	895	1349	999	365	0	251	121	369	283	158	0
H3C12	971.538462	313	213	358	2186	1476	1153	2333	2112	609	2232	1234	0	0	875	1612	161	344	2251	1468	1366	1204	2133	1327	1407	1085	471	362	441	646	842	1177	1405	580	124	516	198	751	734	191	0
H2BC17	971.538462	313	213	358	2186	1476	1153	2333	2112	609	2232	1234	0	0	875	1612	161	344	2251	1468	1366	1204	2133	1327	1407	1085	471	362	441	646	842	1177	1405	580	124	516	198	751	734	191	0
H2AC17	971.538462	313	213	358	2186	1476	1153	2333	2112	609	2232	1234	0	0	875	1612	161	344	2251	1468	1366	1204	2133	1327	1407	1085	471	362	441	646	842	1177	1405	580	124	516	198	751	734	191	0
TICRR	970.743590	285	145	190	2602	2077	1552	2771	1307	1954	1235	594	0	0	722	1661	0	283	1979	1153	1484	1445	1888	968	1548	1269	703	534	524	891	873	1293	1613	706	0	624	143	351	328	164	0
LEMD3	968.076923	431	1643	1133	1587	1829	758	1938	4032	1618	1161	1272	0	0	374	1079	0	565	2298	1169	1627	1294	1886	1040	1753	1357	648	484	461	599	706	1193	905	552	0	190	0	173	0	0	0
TUBB	967.871795	583	1287	973	1271	1597	1023	1638	2811	954	2390	1584	0	0	1003	2009	134	1001	1715	1092	1090	1300	1539	1036	1284	1135	554	590	466	650	664	1045	952	577	153	425	172	681	369	0	0
MDC1	967.871795	583	1287	973	1271	1597	1023	1638	2811	954	2390	1584	0	0	1003	2009	134	1001	1715	1092	1090	1300	1539	1036	1284	1135	554	590	466	650	664	1045	952	577	153	425	172	681	369	0	0
KIFC1	967.179487	242	1169	965	1307	2010	993	2164	3034	1874	2104	1394	0	0	816	1372	0	660	2251	1438	1231	1455	1887	1261	1331	1075	473	421	763	368	847	1088	397	298	0	227	94	455	256	0	0
H2AX	963.897436	139	417	244	1063	2077	1393	2090	2179	1461	2743	1442	0	0	981	1988	0	269	1985	1616	1478	1454	1973	1586	1300	963	780	614	414	551	791	1266	1174	403	0	176	113	297	172	0	0
DEPDC1B	963.307692	209	1900	1135	1987	2275	855	2468	2904	1148	1466	816	0	0	410	1237	0	906	2072	1242	1280	1218	1696	1261	1595	1444	531	589	458	547	732	1043	671	318	0	179	70	405	365	137	0
CDC6	962.384615	255	981	728	1597	2181	1096	2750	2198	2039	2200	1083	0	0	810	2082	0	623	1850	715	1149	982	1672	934	1350	1120	508	472	492	749	696	1246	1177	636	0	225	78	337	423	99	0
PDS5A	961.820513	519	1701	776	1439	1337	376	2251	3722	1446	1480	1019	0	0	804	1595	0	518	2072	1181	1349	1282	1647	1211	1679	1260	866	692	554	724	995	1236	436	411	86	212	62	290	283	0	0
TYMSOS	960.153846	468	1483	662	700	1692	1364	1953	1480	1558	836	915	0	0	438	1101	0	396	2142	1440	1603	1458	2060	1342	1742	1536	764	732	726	954	1034	1401	1652	783	0	354	87	227	264	99	0
TYMS	960.153846	468	1483	662	700	1692	1364	1953	1480	1558	836	915	0	0	438	1101	0	396	2142	1440	1603	1458	2060	1342	1742	1536	764	732	726	954	1034	1401	1652	783	0	354	87	227	264	99	0
NEURL1B	959.846154	304	1654	1015	675	1684	709	2039	2647	996	1356	0	0	0	0	0	0	147	2762	1888	2012	1913	2481	1777	2142	1962	481	446	605	999	972	1307	931	546	0	234	108	392	195	55	0
CENPS-CORT	959.487179	245	914	638	1913	2173	1105	2297	1562	986	1022	1201	0	0	618	1769	0	367	2243	1192	1405	1489	1749	1123	1612	1624	634	709	659	1072	938	1232	733	387	127	444	206	364	451	217	0
CENPS	959.487179	245	914	638	1913	2173	1105	2297	1562	986	1022	1201	0	0	618	1769	0	367	2243	1192	1405	1489	1749	1123	1612	1624	634	709	659	1072	938	1232	733	387	127	444	206	364	451	217	0
COPS3	958.461538	663	635	493	1563	1600	408	2141	1963	1926	1431	733	0	0	745	1900	0	293	2299	1347	1521	1572	1865	1549	1674	1435	526	605	738	926	849	1374	1053	686	0	204	0	276	245	142	0
IQGAP3	958.102564	596	448	342	2851	2738	1547	3127	1120	1549	586	257	0	0	0	367	0	0	2391	1379	1581	1545	2041	1519	1737	1769	488	548	685	758	959	1607	1072	556	0	333	101	284	330	155	0
NUDT1	957.358974	170	1126	690	889	2350	1130	2545	1094	1991	890	997	0	0	572	1438	0	351	2402	954	1211	1464	2087	1305	1787	1560	457	487	637	878	946	1632	945	522	117	451	151	565	391	155	0
MRM2	957.358974	170	1126	690	889	2350	1130	2545	1094	1991	890	997	0	0	572	1438	0	351	2402	954	1211	1464	2087	1305	1787	1560	457	487	637	878	946	1632	945	522	117	451	151	565	391	155	0
SNX1	952.897436	262	744	981	679	1264	966	2037	3598	1766	1097	1741	0	0	323	920	0	226	2193	1340	1604	1636	2061	1444	1365	1143	708	778	480	627	926	1617	1263	776	0	123	138	158	179	0	0
CIAO2A	952.897436	262	744	981	679	1264	966	2037	3598	1766	1097	1741	0	0	323	920	0	226	2193	1340	1604	1636	2061	1444	1365	1143	708	778	480	627	926	1617	1263	776	0	123	138	158	179	0	0
ASH2L	952.205128	333	1222	618	1696	2056	980	2626	2282	1738	1944	1032	0	0	355	884	0	440	2098	1063	1305	1178	1777	1174	1528	1371	491	744	410	813	871	1194	1277	545	0	288	108	410	285	0	0
MIS18BP1	951.333333	111	1162	606	1935	2369	1493	2546	2464	1229	757	1255	0	0	411	1431	0	377	2056	1181	1035	1124	1807	1200	1633	1204	602	538	496	723	823	1226	1259	569	0	272	106	466	461	175	0
DCK	949.820513	147	2020	903	1240	1609	429	2478	2882	1119	2511	1016	0	0	545	754	0	546	2189	1102	1452	1339	1887	1325	1664	1367	744	778	562	900	938	1169	397	252	0	232	0	403	144	0	0
C1orf35	949.538462	237	1729	1145	1319	1981	1420	2690	2035	1255	1911	1296	0	0	341	1034	0	408	2060	1288	1238	1180	1965	1148	1426	1201	534	482	318	457	847	1096	1111	447	64	326	109	537	297	100	0
PLK1	948.153846	0	387	133	1944	2644	1989	2977	1855	1091	797	1061	0	0	628	2320	0	330	1973	1051	1285	1254	1534	983	1342	1187	593	682	453	796	820	1129	894	689	115	326	93	632	787	204	0
MKI67	948.102564	244	475	263	746	2151	1507	2673	396	846	470	1664	0	0	1178	2322	0	157	2285	1586	1732	1471	1969	1348	1597	1388	436	573	703	733	1225	1576	1241	448	100	531	119	420	403	0	0
RCC1	947.538462	0	1707	757	937	1867	749	2297	1658	639	970	808	0	0	202	344	0	671	2635	1845	2023	1788	2420	1516	2108	1771	713	594	743	1034	1017	1669	619	323	0	282	0	248	0	0	0
ASF1B	947.487179	223	1209	749	2014	1738	1266	2064	2936	1510	1787	1965	0	0	684	2122	0	393	1638	1093	1217	974	1253	1027	1115	1058	607	669	387	772	893	909	592	342	133	415	96	501	442	159	0
SYCE2	945.897436	685	1605	799	1845	1971	1000	2461	2409	1700	1345	1159	0	0	421	1446	0	268	2042	1196	1414	1174	1729	1360	1400	1153	530	477	427	793	868	950	745	456	0	247	70	268	325	152	0
TBC1D15	943.846154	304	778	597	888	2167	1065	2742	3402	2157	818	1783	0	0	285	818	0	262	2048	1352	1572	1483	1981	1037	1177	1202	668	565	580	892	902	1428	796	273	0	114	77	384	213	0	0
INTS7	942.128205	454	1834	1042	1480	2234	1139	2458	2955	1443	2373	1281	0	0	876	1685	0	553	1679	852	1009	890	1421	1095	1012	961	626	627	503	573	731	1030	583	345	0	141	99	368	391	0	0
DTL	942.128205	454	1834	1042	1480	2234	1139	2458	2955	1443	2373	1281	0	0	876	1685	0	553	1679	852	1009	890	1421	1095	1012	961	626	627	503	573	731	1030	583	345	0	141	99	368	391	0	0
RAD52	940.846154	558	1611	1256	1190	1632	792	2199	3036	1458	1835	1363	0	0	451	1434	0	153	2127	1222	1470	1263	1702	1097	1646	1274	405	623	522	689	748	1270	742	414	0	168	0	222	121	0	0
PPCDC	940.358974	510	1333	1033	1104	1848	846	2170	2800	2307	888	1187	0	0	450	1082	103	380	2081	1142	1390	1511	2022	1112	1420	1234	551	631	487	716	1064	1217	653	415	0	187	105	316	379	0	0
RMI2	939.000000	227	422	156	1367	2385	1309	2819	1030	1622	1443	1696	0	0	669	1975	0	187	2126	1035	1258	1329	1466	1184	1574	1198	771	502	566	819	923	1471	766	525	108	444	0	478	506	265	0
PARP2	937.846154	356	1628	891	1333	2352	1164	2208	2991	1736	636	1266	0	0	594	1329	0	389	2173	1101	1292	1361	1500	1186	1206	1136	642	505	468	872	795	1083	829	563	0	197	0	415	379	0	0
ZBTB8OS	936.025641	402	1532	931	1277	1519	880	2003	2317	1440	1678	2010	0	0	592	1636	0	301	1902	1162	1387	1365	1553	1078	1291	1197	737	643	568	668	1021	1161	812	470	0	225	104	352	291	0	0
RBBP4	936.025641	402	1532	931	1277	1519	880	2003	2317	1440	1678	2010	0	0	592	1636	0	301	1902	1162	1387	1365	1553	1078	1291	1197	737	643	568	668	1021	1161	812	470	0	225	104	352	291	0	0
PNPLA8	933.794872	813	204	413	1632	1551	632	2465	1170	1550	2729	2149	0	0	556	1944	0	810	2181	1358	1528	1251	1742	1295	1477	1129	669	583	365	544	692	986	685	316	0	246	118	347	288	0	0
SKA1	931.564103	197	164	271	2476	2617	1152	2875	204	1013	1803	1197	0	0	377	1698	0	518	2095	1302	1199	1337	1863	1232	1557	1215	582	729	450	859	905	1148	988	573	118	448	126	268	585	190	0
GINS1	926.974359	170	912	624	906	2530	1451	2598	3491	2045	556	934	0	0	405	1189	0	143	2044	1045	1437	1545	1586	968	1495	1179	587	475	345	556	899	1228	1220	612	0	318	69	327	263	0	0
LSM4	921.307692	327	819	663	1233	1895	1161	2305	2617	1444	2068	1736	0	0	706	1770	108	630	1893	1144	1489	1328	1798	927	988	928	468	323	388	714	802	1182	504	251	66	316	81	570	289	0	0
HMGN2	920.846154	161	1292	666	1102	1489	703	1809	1968	1162	1905	2575	0	0	2214	2752	0	411	1899	1333	1392	1335	1660	890	1092	780	342	459	514	773	851	1070	0	84	0	264	88	521	357	0	0
TUBGCP3	918.589744	734	1580	1094	648	1751	898	1645	2596	1825	1218	2277	0	0	386	1109	0	628	2032	1058	1137	1354	1676	829	1457	1196	542	460	411	609	860	1295	742	437	84	312	112	597	236	0	0
RGS5	912.871795	896	322	436	2397	2649	1280	3050	1108	1629	1205	694	0	0	460	1174	0	754	1957	1021	974	1042	1656	1021	1276	939	670	405	551	821	700	1040	1261	462	110	304	153	582	431	172	0
NUF2	912.871795	896	322	436	2397	2649	1280	3050	1108	1629	1205	694	0	0	460	1174	0	754	1957	1021	974	1042	1656	1021	1276	939	670	405	551	821	700	1040	1261	462	110	304	153	582	431	172	0
CDT1	911.615385	398	1629	900	1667	1527	866	1843	3185	579	432	1677	0	0	301	319	0	179	2238	1272	1591	1485	2031	1047	1317	1227	636	562	759	805	1153	1546	759	485	0	285	103	452	226	72	0
ANAPC11	910.871795	292	1497	764	1217	1864	877	2067	1660	1156	1625	2008	0	0	629	1315	0	1008	1980	1183	1193	1343	1717	1359	1450	1026	624	526	633	644	745	1167	261	249	81	470	149	489	256	0	0
ALYREF	910.871795	292	1497	764	1217	1864	877	2067	1660	1156	1625	2008	0	0	629	1315	0	1008	1980	1183	1193	1343	1717	1359	1450	1026	624	526	633	644	745	1167	261	249	81	470	149	489	256	0	0
RRM2	910.384615	181	849	333	2687	1682	953	1835	1914	1183	1142	797	0	0	800	2529	0	848	1508	833	1263	1201	1413	980	1414	1240	563	564	613	753	817	1147	554	437	172	545	206	619	664	266	0
KRR1	910.051282	677	84	218	927	1640	1336	2234	3049	2316	1256	1472	0	0	350	1084	0	189	2214	1213	1340	1082	2121	1013	1377	1140	565	475	387	671	965	1362	1268	511	0	253	0	380	323	0	0
TMEM126B	909.820513	521	190	113	1307	1874	680	2661	2139	1368	2075	1056	0	0	553	1758	0	345	2189	1372	1589	1496	1879	1249	1288	1270	584	543	481	639	795	1164	955	497	0	287	113	223	230	0	0
DLG2	909.820513	521	190	113	1307	1874	680	2661	2139	1368	2075	1056	0	0	553	1758	0	345	2189	1372	1589	1496	1879	1249	1288	1270	584	543	481	639	795	1164	955	497	0	287	113	223	230	0	0
NUDT2	904.153846	190	1347	629	2026	2561	1363	2718	3054	1191	1651	1062	0	0	825	2063	0	395	1675	653	973	994	1289	870	1202	943	423	404	387	580	584	878	752	365	0	354	84	255	405	117	0
KIF24	904.153846	190	1347	629	2026	2561	1363	2718	3054	1191	1651	1062	0	0	825	2063	0	395	1675	653	973	994	1289	870	1202	943	423	404	387	580	584	878	752	365	0	354	84	255	405	117	0
DCLRE1B	903.641026	433	1945	1445	1146	2214	1096	2154	3009	1756	608	1006	0	0	307	912	0	455	1878	874	1208	1163	1758	1149	1434	1093	448	591	468	496	857	1061	844	382	0	221	0	496	335	0	0
AP4B1	903.641026	433	1945	1445	1146	2214	1096	2154	3009	1756	608	1006	0	0	307	912	0	455	1878	874	1208	1163	1758	1149	1434	1093	448	591	468	496	857	1061	844	382	0	221	0	496	335	0	0
TTI1	901.153846	643	725	582	1101	2077	942	2428	2389	1933	638	1068	0	0	730	1547	0	183	1799	885	1486	1164	1746	1067	1352	1229	510	472	482	769	1036	1428	1211	449	0	225	0	409	342	98	0
RPRD1B	901.153846	643	725	582	1101	2077	942	2428	2389	1933	638	1068	0	0	730	1547	0	183	1799	885	1486	1164	1746	1067	1352	1229	510	472	482	769	1036	1428	1211	449	0	225	0	409	342	98	0
MCM6	900.666667	297	624	363	1133	2307	1277	2512	2660	1801	1654	2853	0	0	810	2465	0	409	1476	683	1060	968	1120	683	924	861	586	620	599	619	775	971	753	290	0	279	127	341	226	0	0
TMEM258	900.307692	682	1352	1009	1570	1754	933	2053	2451	1472	911	1139	0	0	472	1731	0	370	1778	901	1378	1223	1454	895	1300	1183	584	671	405	594	742	1027	1091	580	96	341	106	388	345	131	0
FEN1	900.307692	682	1352	1009	1570	1754	933	2053	2451	1472	911	1139	0	0	472	1731	0	370	1778	901	1378	1223	1454	895	1300	1183	584	671	405	594	742	1027	1091	580	96	341	106	388	345	131	0
USP5	897.769231	485	0	102	2896	1917	981	2832	355	1136	1524	440	0	0	1263	2518	0	265	2061	1439	1364	1055	1760	999	1499	1267	544	445	525	611	817	1042	984	514	0	313	137	427	382	114	0
CDCA3	897.769231	485	0	102	2896	1917	981	2832	355	1136	1524	440	0	0	1263	2518	0	265	2061	1439	1364	1055	1760	999	1499	1267	544	445	525	611	817	1042	984	514	0	313	137	427	382	114	0
GTSE1	896.153846	84	856	499	2104	2366	1843	2393	1744	1578	943	1385	0	0	501	1856	0	447	1693	832	1095	979	1343	898	1358	1060	520	366	497	498	674	1233	816	327	0	448	154	605	782	173	0
CHAMP1	893.641026	193	2113	1459	1672	1777	720	1741	3404	428	1855	2111	0	0	350	447	0	982	1718	1014	914	1211	1522	1055	1063	1156	736	560	339	583	635	944	396	213	0	274	107	575	435	150	0
TIMELESS	890.717949	421	1358	804	2196	1782	800	2544	3333	1479	1285	733	0	0	764	2186	0	362	1596	839	871	972	1300	954	1335	1006	586	348	321	694	635	781	807	354	0	320	0	336	483	153	0
LRRC8A	888.692308	239	1877	1261	706	1647	867	1833	3041	1956	1066	1732	0	0	229	800	0	460	2110	1062	1152	1076	1660	1170	1258	1005	434	421	381	667	963	1310	852	317	0	323	98	524	162	0	0
KYAT1	888.692308	239	1877	1261	706	1647	867	1833	3041	1956	1066	1732	0	0	229	800	0	460	2110	1062	1152	1076	1660	1170	1258	1005	434	421	381	667	963	1310	852	317	0	323	98	524	162	0	0
TMEM18	887.974359	579	994	815	1535	1029	723	1975	3453	1702	1220	1266	0	0	565	1148	0	296	1871	1059	1253	1168	1562	1140	1241	1258	507	614	423	538	809	1093	1516	487	0	245	75	258	214	0	0
BIRC5	886.615385	303	330	284	1883	2188	712	2248	543	1868	563	1039	0	0	266	1292	0	253	2500	1516	1630	1690	2096	1348	1582	1280	522	750	517	750	1106	1497	720	388	0	289	0	349	276	0	0
NEMP1	885.717949	238	314	404	1731	2134	1103	2769	2319	1364	2039	999	0	0	584	1533	0	331	1880	1181	1065	1103	1848	1046	1279	1040	551	689	486	497	583	1103	1112	427	0	146	0	294	208	143	0
UHRF1	885.230769	0	1631	972	1142	1629	916	1675	2009	743	1076	1924	0	0	877	1117	0	335	1670	987	1631	1549	1767	896	1616	1294	432	444	417	891	814	1259	781	413	103	297	133	614	309	161	0
EDRF1	884.871795	521	297	279	1760	1584	732	2050	1371	1891	1585	1490	0	0	720	1303	0	453	2022	1207	1295	1112	2037	1176	1464	1105	491	592	420	611	746	1354	1035	556	0	322	123	520	286	0	0
UMAD1	880.025641	728	193	236	1637	1942	1039	2571	2137	1610	1194	736	0	0	644	1763	0	352	1805	1096	1155	1057	1627	784	1429	1171	373	478	517	765	982	1103	1382	654	110	406	87	241	317	0	0
