Target_genes	POU5F1|Average	SRX130060|BJ	SRX185775|BJ	SRX2431535|BJ	SRX5774914|Dermal_fibroblast	SRX5774915|Dermal_fibroblast	SRX5774916|Dermal_fibroblast	SRX5774919|Dermal_fibroblast	SRX5774920|Dermal_fibroblast	SRX1053369|Embryonic_Stem_Cells	SRX1053370|Embryonic_Stem_Cells	SRX1053378|Embryonic_Stem_Cells	SRX1053379|Embryonic_Stem_Cells	SRX702068|hESC_derived_ectodermal_cells	SRX702063|hESC_derived_mesendodermal_cells	SRX702064|hESC_derived_mesendodermal_cells	SRX702067|hESC_derived_mesendodermal_cells	SRX011571|hESC_H1	SRX011572|hESC_H1	SRX017276|hESC_H1	SRX100483|hESC_H1	SRX2966970|hESC_H1	SRX2966971|hESC_H1	SRX021069|hESC_H9	SRX021070|hESC_H9	SRX021071|hESC_H9	SRX2881139|hESC_H9	SRX2881140|hESC_H9	SRX3288570|hESC_H9	SRX3288571|hESC_H9	SRX4405899|hESC_H9	SRX4405901|hESC_H9	SRX5774922|hESC_H9	SRX266859|hESC_HUES64	SRX702065|hESC_HUES64	SRX702066|hESC_HUES64	SRX702069|hESC_HUES64	SRX1813578|iPS_cells	SRX1813579|iPS_cells	SRX512369|iPS_cells	SRX1813572|MRC-5	SRX1813573|MRC-5	SRX1813574|MRC-5	SRX1813575|MRC-5	SRX1813576|MRC-5	SRX1813577|MRC-5	SRX2732208|MRC-5	SRX2732209|MRC-5	SRX123443|NCCIT	SRX123445|NCCIT	SRX2966968|Testis	SRX2966969|Testis	STRING
CD300LB	49.333333	0	0	0	0	0	0	0	0	368	504	316	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0
PLCH1	48.725490	0	0	0	0	0	0	0	0	456	437	165	191	0	0	0	0	0	0	0	149	0	0	138	0	106	0	0	158	0	0	0	0	148	110	0	165	0	0	163	0	0	0	0	0	0	0	0	0	99	0	0	0
TUT1	48.392157	101	0	0	0	0	0	0	0	219	224	221	163	0	0	0	0	0	0	0	92	0	0	0	113	0	0	0	0	0	0	0	0	549	0	0	588	0	0	109	0	0	0	0	0	0	0	0	0	89	0	0	0
RGS5	48.000000	188	107	0	0	0	0	0	0	79	81	122	123	0	151	0	0	0	0	140	0	0	0	208	88	103	0	0	159	0	0	0	0	112	141	192	112	0	0	163	0	0	0	0	0	0	0	0	0	179	0	0	0
NUF2	48.000000	188	107	0	0	0	0	0	0	79	81	122	123	0	151	0	0	0	0	140	0	0	0	208	88	103	0	0	159	0	0	0	0	112	141	192	112	0	0	163	0	0	0	0	0	0	0	0	0	179	0	0	0
THEM4	47.392157	0	0	97	0	0	0	0	0	209	317	262	190	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	221	82	0	0	0	114	103	0	126	0	0	89	0	0	0	0	0	0	0	0	98	399	0	0	0
CHD9	46.607843	0	0	360	0	0	0	0	0	159	0	0	0	0	146	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	417	245	118	448	0	0	158	0	0	0	0	0	0	0	0	0	173	0	0	0
EIF4E3	45.392157	0	0	0	0	0	0	0	0	374	320	509	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	189	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KAT6A	45.254902	0	0	146	0	0	0	0	0	0	84	0	0	562	393	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499	412	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A6	45.235294	0	0	0	0	0	0	0	0	1130	1055	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KMT2B	45.156863	0	0	74	0	0	0	0	0	219	241	137	115	0	0	0	0	0	0	122	0	0	0	115	131	0	0	0	155	178	0	0	0	226	0	0	227	0	0	176	0	0	0	0	0	0	0	0	0	187	0	0	0
FAM219A	45.019608	0	0	149	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	195	0	699	141	138	705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAI1	45.019608	0	0	149	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	195	0	699	141	138	705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HORMAD2	44.901961	0	0	0	0	0	0	0	0	324	470	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	190	107	0	0	101	403	0	198	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FILIP1L	44.392157	0	0	93	0	0	0	0	0	157	397	293	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	265	0	0	0	189	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0
METTL11B	43.823529	0	0	0	0	0	0	0	0	0	0	540	426	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	142	187	0	0	0	186	0	0	201	0	0	126	0	0	0	0	0	0	0	0	0	271	0	0	0
PAQR3	43.764706	0	0	103	0	0	0	0	0	0	0	273	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	242	0	0	0	361	227	0	415	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0
AK4	43.568627	0	0	0	0	0	0	0	0	215	257	122	76	0	0	0	0	0	0	115	0	0	0	0	0	217	0	0	388	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	250	0	0	0
CCDC169-SOHLH2	43.470588	0	0	0	0	0	0	0	0	366	300	225	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	379	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	135	0	0	0
CCDC169	43.470588	0	0	0	0	0	0	0	0	366	300	225	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	379	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	135	0	0	0
AKIRIN1	43.352941	0	0	130	0	0	0	0	0	0	0	205	205	0	165	0	0	0	0	0	157	0	0	0	0	0	0	0	239	169	0	0	0	214	100	0	215	0	0	195	0	0	0	0	0	0	0	0	0	217	0	0	0
AASDH	42.725490	0	0	0	0	0	0	0	0	285	435	286	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	464	0	0	0
PRKRIP1	42.137255	0	0	0	0	0	0	0	0	0	147	93	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	122	0	634	0	0	673	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0
PIP5K1C	42.098039	0	0	0	0	0	0	0	0	167	354	242	156	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	381	0	0	104	0	0	0	0	0	0	0	0	0	170	0	0	0
SPAG9	41.980392	0	0	93	0	0	0	0	0	119	275	217	185	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	247	0	0	0	0	382	0	0	402	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRTN	41.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	885	1013	0	0	0
EXOC8	41.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	885	1013	0	0	0
MAPK8IP3	41.725490	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	88	0	0	0	0	0	0	0	0	177	0	0	0	491	0	0	527	0	0	253	0	0	0	0	0	0	0	0	0	191	0	0	0
RBBP5	41.294118	120	0	0	0	0	0	0	0	271	183	204	181	0	0	0	0	0	0	100	116	0	0	0	0	0	0	0	144	177	0	0	0	134	0	0	147	0	0	173	0	0	0	0	0	0	0	0	0	156	0	0	0
PKM	41.117647	0	0	135	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	711	182	0	730	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0
SGMS2	40.980392	0	0	156	0	0	0	0	0	0	0	263	255	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	319	220	0	0	0	175	0	0	204	0	0	137	0	0	0	0	0	0	0	0	0	243	0	0	0
KLHL5	40.666667	0	0	75	0	0	0	0	0	0	0	307	220	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	137	132	0	0	0	389	0	0	394	0	0	149	0	0	0	0	0	0	0	0	0	176	0	0	0
MAP2K5	40.529412	0	0	71	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	192	0	0	0	267	0	0	275	0	0	174	0	0	0	0	0	0	0	0	135	425	0	0	0
RAB4B	40.509804	0	0	90	0	0	0	0	0	180	301	0	125	0	0	0	0	0	0	107	96	0	0	0	0	0	0	0	0	0	0	0	0	559	0	0	608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSR2	40.470588	0	0	0	0	0	0	0	0	242	203	335	343	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	142	117	0	0	0	162	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0
CFLAR	40.372549	0	0	90	0	0	0	0	0	475	668	194	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0
PGK1	40.098039	0	0	250	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470	0	245	512	303	0	79	0	0	0
SF3A3	39.921569	0	0	0	0	0	0	0	0	136	214	202	106	0	0	0	0	0	0	111	176	0	0	0	0	0	0	0	125	129	0	0	0	178	0	134	169	0	0	205	0	0	0	0	0	0	0	0	0	151	0	0	0
DCLK1	39.882353	0	0	75	0	0	0	0	0	296	180	270	217	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	208	339	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	203	0	0	0
GBA	39.490196	116	0	0	0	0	0	0	0	0	0	256	135	0	174	0	0	0	0	111	0	0	0	0	0	0	0	0	199	127	0	0	0	181	0	110	169	0	0	173	0	0	0	0	0	0	0	0	0	263	0	0	0
ZNF341	39.137255	0	0	113	0	0	0	0	0	0	0	133	0	611	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	301	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0
POU5F1	39.137255	144	0	0	162	0	133	544	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	406	0	0	0
LMNA	38.960784	0	0	100	0	0	0	0	0	95	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	102	0	0	0	258	170	127	255	0	0	0	0	0	0	0	0	0	0	0	0	535	0	0	0
NUP155	38.901961	0	0	0	0	0	0	0	0	0	281	0	129	0	135	0	0	0	0	0	162	0	0	0	0	0	0	0	135	0	0	0	0	442	0	97	496	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0
POU2F1	38.843137	187	0	0	0	0	0	0	0	222	277	118	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	179	0	0	118	0	0	0	0	0	0	0	0	380	225	0	0	0
VPS51	38.784314	274	0	0	0	0	0	0	0	118	114	108	135	0	0	0	0	0	0	74	0	0	0	118	170	0	0	0	122	0	0	0	0	204	0	0	230	0	0	180	0	0	0	0	0	0	0	0	0	131	0	0	0
THRA	38.549020	0	0	0	0	0	0	0	0	205	191	127	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	314	135	92	346	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0
PLEKHG2	38.352941	0	0	0	0	0	0	0	0	238	274	181	108	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	132	95	0	0	0	346	115	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF101	38.215686	0	0	0	0	0	0	0	0	254	320	0	188	0	0	0	0	0	0	155	0	0	0	0	0	150	0	0	0	114	0	0	0	181	0	0	181	0	0	215	0	0	0	0	0	0	0	0	0	191	0	0	0
TBC1D16	37.784314	0	0	0	0	0	0	0	0	0	0	228	170	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	170	158	0	0	0	272	0	0	314	0	0	212	0	0	0	0	0	0	0	0	0	237	0	0	0
CDX1	37.705882	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	419	0	0	0	220	0	0	238	0	0	171	0	0	0	0	0	0	0	0	0	500	0	0	0
SMARCB1	37.568627	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1790	0	0	0
RFX4	37.176471	0	0	0	0	0	0	0	0	0	0	233	219	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	132	127	0	0	0	351	146	0	363	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0
KLF5	37.078431	0	0	0	0	0	0	0	0	706	787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0
MEX3A	37.000000	0	0	0	0	0	0	0	0	95	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	102	0	0	0	258	170	127	255	0	0	0	0	0	0	0	0	0	0	0	0	535	0	0	0
GSN	36.941176	0	0	95	0	0	0	0	0	285	209	222	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	165	0	0	0	212	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0
GALNT8	36.705882	104	0	0	0	0	0	0	0	198	494	137	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0
CNR2	36.019608	0	0	0	0	0	0	0	0	677	886	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAG2	35.843137	0	0	78	0	0	0	0	0	347	437	198	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	215	0	0	0
POC1B-GALNT4	35.803922	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	271	214	267	313	0	0	135	0	0	0	0	0	0	0	0	0	240	0	0	0
POC1B	35.803922	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	271	214	267	313	0	0	135	0	0	0	0	0	0	0	0	0	240	0	0	0
GALNT4	35.803922	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	271	214	267	313	0	0	135	0	0	0	0	0	0	0	0	0	240	0	0	0
SCNM1	35.764706	0	417	0	0	0	0	0	0	124	81	136	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	152	0	0	149	0	0	207	0	0	0	0	0	0	0	0	0	288	0	0	0
LYSMD1	35.764706	0	417	0	0	0	0	0	0	124	81	136	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	152	0	0	149	0	0	207	0	0	0	0	0	0	0	0	0	288	0	0	0
DENR	35.470588	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	580	0	0	621	0	0	366	0	0	0	0	0	0	0	0	0	0	0	0	0
C22orf39	35.098039	0	0	87	0	0	0	0	0	188	223	141	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	147	0	0	0	141	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	423	0	0	0
NFAT5	35.000000	0	0	99	0	0	0	0	0	0	0	0	0	394	323	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NME1-NME2	34.549020	188	0	0	0	0	0	0	0	0	148	185	185	0	143	0	0	0	0	111	0	0	0	144	0	0	0	0	161	0	0	0	0	238	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NME1	34.549020	188	0	0	0	0	0	0	0	0	148	185	185	0	143	0	0	0	0	111	0	0	0	144	0	0	0	0	161	0	0	0	0	238	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTRNR2L10	34.529412	456	645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POU6F1	34.274510	0	0	86	0	0	0	0	0	208	234	164	98	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	138	0	0	0	0	218	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0
RNASE9	33.882353	0	0	0	0	0	0	0	0	0	0	503	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF408	33.470588	0	0	0	0	0	0	0	0	218	247	350	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0
ARHGAP1	33.470588	0	0	0	0	0	0	0	0	218	247	350	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0
AURKAIP1	33.372549	0	0	0	0	0	0	0	0	104	145	215	136	0	0	0	0	0	0	0	95	0	0	0	0	97	0	0	173	137	0	0	0	170	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0
SLCO4C1	33.333333	0	0	0	0	0	0	0	0	230	213	260	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0
ERCC2	33.294118	0	0	0	0	0	0	0	0	159	177	110	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	502	113	0	527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF589	33.156863	0	0	0	0	0	0	0	0	142	254	164	104	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	208	116	0	0	0	99	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	248	0	0	0
ZNF469	33.019608	0	0	0	0	0	0	0	0	304	333	153	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	166	0	0	160	0	0	0	0	0	0	0	0	0	299	0	0	0
ETV5	32.803922	0	0	166	0	0	0	0	0	269	254	0	155	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM22	32.725490	0	0	0	0	0	0	0	0	256	369	125	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	82	0	0	0	235	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCSK1	32.607843	0	0	0	0	0	0	0	0	0	0	610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1053	0	0	0
DCT	32.549020	0	0	0	0	0	0	0	0	301	343	151	131	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	96	0	0	0	0	189	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0
ATF7IP	32.450980	0	0	0	0	0	0	0	0	137	173	179	139	0	106	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	293	91	0	307	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
CHMP7	32.254902	0	0	0	0	0	0	0	0	133	182	0	0	201	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	80	0	0	0	162	0	0	0	0	0	0	0	0	374	147	0	0	0
EFCAB7	32.235294	0	0	0	0	0	0	0	0	209	175	150	222	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	163	0	0	158	0	0	114	0	0	0	0	0	0	0	0	0	313	0	0	0
KDM3A	32.215686	0	0	106	0	0	0	0	0	274	228	270	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	176	0	0	70	0	0	0	0	0	0	0	0	0	155	0	0	0
RABGAP1L	32.196078	0	0	87	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	383	0	137	404	0	0	330	0	0	0	0	0	0	0	0	0	0	0	0	0
JAG1	32.019608	0	0	0	0	0	0	0	0	0	0	190	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	185	0	0	206	0	0	0	0	0	0	0	0	0	0	0	174	553	0	0	0
ANKRD17	31.941176	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	744	0	0	745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFS7	31.058824	101	0	86	0	0	0	0	0	216	206	100	132	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	162	117	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	152	0	0	0
ANKRD26	30.921569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	681	757	0	0	0
PRRC2A	30.803922	0	0	215	0	0	0	0	0	132	280	178	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLAC8	30.803922	0	0	0	0	0	0	0	0	167	100	153	123	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	239	0	0	209	0	0	0	0	0	0	0	0	0	255	0	0	0
PAFAH2	30.784314	264	0	0	0	0	0	0	0	157	129	186	155	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	96	0	0	0	0	133	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0
OPA3	30.784314	0	0	0	0	0	0	0	0	0	168	0	121	0	0	0	0	0	0	159	0	0	0	118	0	98	0	0	0	0	0	0	0	326	110	0	323	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX31	30.450980	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	193	165	0	0	0	0	0	0	0	0	216	0	0	223	0	0	210	0	0	0	0	0	0	0	0	0	156	0	0	0
ADNP	30.411765	0	0	88	0	0	0	0	0	147	109	191	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	86	0	0	0	0	228	148	0	228	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0
SHROOM3	30.215686	0	0	0	0	0	0	0	0	122	146	250	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	177	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0
DCP1A	30.196078	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	89	0	0	0	160	0	117	0	0	133	0	0	0	0	144	153	141	132	0	0	164	0	0	0	0	0	0	0	0	0	167	0	0	0
ACSL1	30.058824	0	0	112	0	0	0	0	0	0	0	186	182	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	389	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0
SLC1A5	29.823529	0	0	0	0	0	0	0	0	476	629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	216	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0
OLIG3	29.764706	0	0	0	0	0	0	0	0	0	239	175	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	303	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0
DDX20	29.666667	0	0	0	0	0	0	0	0	176	198	101	79	0	0	0	0	0	0	195	0	0	0	125	0	0	0	0	0	0	0	0	0	173	108	0	173	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0
PHF12	29.568627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530	892	0	0	0
BLCAP	29.294118	0	0	0	0	0	0	0	0	264	209	0	125	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	216	0	231	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0
GCNT2	29.137255	0	0	0	0	0	0	0	0	170	150	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	217	0	0	257	0	0	138	0	0	0	0	0	0	0	0	0	127	0	0	0
CDC14B	28.921569	0	0	0	0	0	0	0	0	0	111	111	142	0	0	0	0	0	0	0	0	0	0	0	168	128	0	0	332	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0
IFIT3	28.901961	0	0	0	0	0	0	0	0	110	122	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	209	0	0	0	239	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0
SMAD3	28.823529	0	0	0	0	0	0	0	0	89	132	159	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	158	0	0	0	168	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0
NUDT15	28.725490	100	0	91	0	0	0	0	0	181	187	156	100	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	193	0	0	217	0	0	87	0	0	0	0	0	0	0	0	0	67	0	0	0
AVEN	28.411765	0	0	105	0	0	0	0	0	92	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	185	0	0	183	0	0	0	0	0	0	0	0	0	0	0	142	534	0	0	0
COX16	28.176471	149	0	0	0	0	0	0	0	208	0	118	160	0	0	0	0	0	0	0	90	0	0	128	0	125	0	0	235	131	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0
RASSF10	28.078431	0	0	0	0	0	0	0	0	0	0	116	159	0	0	0	0	0	0	95	0	0	0	0	0	150	0	0	193	0	0	0	0	207	0	0	215	0	0	170	0	0	0	0	0	0	0	0	0	127	0	0	0
