ProteinA	UniProtID_A	GeneName_A	ProteinB	UniProtID_B	GeneName_B	MethodType	Method	Publication	Source
PO5F1_HUMAN	Q01860	POU5F1	FABP5_HUMAN	Q01469	FABP5	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520159)
PO5F1_HUMAN	Q01860	POU5F1	SHCAF_HUMAN	Q9NP50	SINHCAF	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520160)
PO5F1_HUMAN	Q01860	POU5F1	FA71B_HUMAN	Q8TC56	FAM71B	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520161)
PO5F1_HUMAN	Q01860	POU5F1	FACD2_HUMAN	Q9BXW9	FANCD2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520162)
PO5F1_HUMAN	Q01860	POU5F1	FANCI_HUMAN	Q9NVI1	FANCI	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520163)
PO5F1_HUMAN	Q01860	POU5F1	FAKD5_HUMAN	Q7L8L6	FASTKD5	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520164)
PO5F1_HUMAN	Q01860	POU5F1	HEMH_HUMAN	P22830	FECH	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520165)
PO5F1_HUMAN	Q01860	POU5F1	GANAB_HUMAN	Q14697	GANAB	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520166)
PO5F1_HUMAN	Q01860	POU5F1	GCN1_HUMAN	Q92616	GCN1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520167)
PO5F1_HUMAN	Q01860	POU5F1	GT251_HUMAN	Q8NBJ5	COLGALT1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520168)
PO5F1_HUMAN	Q01860	POU5F1	DHE3_HUMAN	P00367	GLUD1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520169)
PO5F1_HUMAN	Q01860	POU5F1	TF3C2_HUMAN	Q8WUA4	GTF3C2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520170)
PO5F1_HUMAN	Q01860	POU5F1	TF3C3_HUMAN	Q9Y5Q9	GTF3C3	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520171)
PO5F1_HUMAN	Q01860	POU5F1	TF3C4_HUMAN	Q9UKN8	GTF3C4	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520172)
PO5F1_HUMAN	Q01860	POU5F1	ECHA_HUMAN	P40939	HADHA	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520173)
PO5F1_HUMAN	Q01860	POU5F1	HUTH_HUMAN	P42357	HAL	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520174)
PO5F1_HUMAN	Q01860	POU5F1	H15_HUMAN	P16401	H1-5	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520175)
PO5F1_HUMAN	Q01860	POU5F1	H13_HUMAN	P16402	H1-3	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520176)
PO5F1_HUMAN	Q01860	POU5F1	HLTF_HUMAN	Q14527	HLTF	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520177)
PO5F1_HUMAN	Q01860	POU5F1	HMGA1_HUMAN	P17096	HMGA1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520178)
PO5F1_HUMAN	Q01860	POU5F1	HMGA2_HUMAN	P52926	HMGA2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520179)
PO5F1_HUMAN	Q01860	POU5F1	HRG_HUMAN	P04196	HRG	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520180)
PO5F1_HUMAN	Q01860	POU5F1	HSP7C_HUMAN	P11142	HSPA8	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520181)
PO5F1_HUMAN	Q01860	POU5F1	GRP75_HUMAN	P38646	HSPA9	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520182)
PO5F1_HUMAN	Q01860	POU5F1	HUWE1_HUMAN	Q7Z6Z7	HUWE1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520183)
PO5F1_HUMAN	Q01860	POU5F1	IBTK_HUMAN	Q9P2D0	IBTK	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520184)
PO5F1_HUMAN	Q01860	POU5F1	IDH3G_HUMAN	P51553	IDH3G	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520185)
PO5F1_HUMAN	Q01860	POU5F1	ILF2_HUMAN	Q12905	ILF2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520186)
PO5F1_HUMAN	Q01860	POU5F1	INO80_HUMAN	Q9ULG1	INO80	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520187)
PO5F1_HUMAN	Q01860	POU5F1	IPO8_HUMAN	O15397	IPO8	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520188)
PO5F1_HUMAN	Q01860	POU5F1	ITM2B_HUMAN	Q9Y287	ITM2B	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520189)
PO5F1_HUMAN	Q01860	POU5F1	ITPR3_HUMAN	Q14573	ITPR3	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520190)
PO5F1_HUMAN	Q01860	POU5F1	JARD2_HUMAN	Q92833	JARID2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520191)
PO5F1_HUMAN	Q01860	POU5F1	KAT7_HUMAN	O95251	KAT7	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520192)
PO5F1_HUMAN	Q01860	POU5F1	KCMF1_HUMAN	Q9P0J7	KCMF1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520193)
PO5F1_HUMAN	Q01860	POU5F1	ERD22_HUMAN	P33947	KDELR2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520194)
PO5F1_HUMAN	Q01860	POU5F1	KDM2B_HUMAN	Q8NHM5	KDM2B	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520195)
PO5F1_HUMAN	Q01860	POU5F1	MRPP3_HUMAN	O15091	PRORP	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520196)
PO5F1_HUMAN	Q01860	POU5F1	CCAR2_HUMAN	Q8N163	CCAR2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520197)
PO5F1_HUMAN	Q01860	POU5F1	IMA1_HUMAN	P52292	KPNA2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520198)
PO5F1_HUMAN	Q01860	POU5F1	IMB1_HUMAN	Q14974	KPNB1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520199)
PO5F1_HUMAN	Q01860	POU5F1	L2HDH_HUMAN	Q9H9P8	L2HGDH	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520200)
PO5F1_HUMAN	Q01860	POU5F1	MAN1_HUMAN	Q9Y2U8	LEMD3	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520201)
PO5F1_HUMAN	Q01860	POU5F1	P3H1_HUMAN	Q32P28	P3H1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520202)
PO5F1_HUMAN	Q01860	POU5F1	LTMD1_HUMAN	Q6P1Q0	LETMD1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520203)
PO5F1_HUMAN	Q01860	POU5F1	LRC41_HUMAN	Q15345	LRRC41	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520204)
PO5F1_HUMAN	Q01860	POU5F1	LS14B_HUMAN	Q9BX40	LSM14B	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520205)
PO5F1_HUMAN	Q01860	POU5F1	MA7D1_HUMAN	Q3KQU3	MAP7D1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520206)
PO5F1_HUMAN	Q01860	POU5F1	MAX_HUMAN	P61244	MAX	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520207)
PO5F1_HUMAN	Q01860	POU5F1	MCCB_HUMAN	Q9HCC0	MCCC2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520209)
PO5F1_HUMAN	Q01860	POU5F1	MLF2_HUMAN	Q15773	MLF2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520210)
PO5F1_HUMAN	Q01860	POU5F1	MRE11_HUMAN	P49959	MRE11	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520211)
PO5F1_HUMAN	Q01860	POU5F1	RM17_HUMAN	Q9NRX2	MRPL17	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520212)
PO5F1_HUMAN	Q01860	POU5F1	RM47_HUMAN	Q9HD33	MRPL47	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520213)
PO5F1_HUMAN	Q01860	POU5F1	RM09_HUMAN	Q9BYD2	MRPL9	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520214)
PO5F1_HUMAN	Q01860	POU5F1	RT10_HUMAN	P82664	MRPS10	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520215)
PO5F1_HUMAN	Q01860	POU5F1	RT15_HUMAN	P82914	MRPS15	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520216)
PO5F1_HUMAN	Q01860	POU5F1	RT22_HUMAN	P82650	MRPS22	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520217)
PO5F1_HUMAN	Q01860	POU5F1	RT34_HUMAN	P82930	MRPS34	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520218)
PO5F1_HUMAN	Q01860	POU5F1	RT35_HUMAN	P82673	MRPS35	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520219)
PO5F1_HUMAN	Q01860	POU5F1	MSH6_HUMAN	P52701	MSH6	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520220)
PO5F1_HUMAN	Q01860	POU5F1	MUC16_HUMAN	Q8WXI7	MUC16	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520221)
PO5F1_HUMAN	Q01860	POU5F1	MYPOP_HUMAN	Q86VE0	MYPOP	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520222)
PO5F1_HUMAN	Q01860	POU5F1	NAA50_HUMAN	Q9GZZ1	NAA50	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520223)
PO5F1_HUMAN	Q01860	POU5F1	NBN_HUMAN	O60934	NBN	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520224)
PO5F1_HUMAN	Q01860	POU5F1	CND1_HUMAN	Q15021	NCAPD2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520225)
PO5F1_HUMAN	Q01860	POU5F1	CNDD3_HUMAN	P42695	NCAPD3	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520226)
PO5F1_HUMAN	Q01860	POU5F1	NCOR2_HUMAN	Q9Y618	NCOR2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520227)
PO5F1_HUMAN	Q01860	POU5F1	NDUA4_HUMAN	O00483	NDUFA4	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520228)
PO5F1_HUMAN	Q01860	POU5F1	NDUA5_HUMAN	Q16718	NDUFA5	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520229)
PO5F1_HUMAN	Q01860	POU5F1	NDUF4_HUMAN	Q9P032	NDUFAF4	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520230)
PO5F1_HUMAN	Q01860	POU5F1	NDUS2_HUMAN	O75306	NDUFS2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520231)
PO5F1_HUMAN	Q01860	POU5F1	NDUS3_HUMAN	O75489	NDUFS3	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520232)
PO5F1_HUMAN	Q01860	POU5F1	NDUS7_HUMAN	O75251	NDUFS7	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520233)
PO5F1_HUMAN	Q01860	POU5F1	NOP58_HUMAN	Q9Y2X3	NOP58	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520234)
PO5F1_HUMAN	Q01860	POU5F1	NSF_HUMAN	P46459	NSF	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520235)
PO5F1_HUMAN	Q01860	POU5F1	NSUN5_HUMAN	Q96P11	NSUN5	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520236)
PO5F1_HUMAN	Q01860	POU5F1	NT5D2_HUMAN	Q9H857	NT5DC2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520237)
PO5F1_HUMAN	Q01860	POU5F1	OTX2_HUMAN	P32243	OTX2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520238)
PO5F1_HUMAN	Q01860	POU5F1	PATZ1_HUMAN	Q9HBE1	PATZ1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520239)
PO5F1_HUMAN	Q01860	POU5F1	PAXI1_HUMAN	Q6ZW49	PAXIP1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520240)
PO5F1_HUMAN	Q01860	POU5F1	PB1_HUMAN	Q86U86	PBRM1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520241)
PO5F1_HUMAN	Q01860	POU5F1	PCD15_HUMAN	Q96QU1	PCDH15	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520242)
PO5F1_HUMAN	Q01860	POU5F1	PCGF1_HUMAN	Q9BSM1	PCGF1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520243)
PO5F1_HUMAN	Q01860	POU5F1	PIMT_HUMAN	P22061	PCMT1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520244)
PO5F1_HUMAN	Q01860	POU5F1	PCMD2_HUMAN	Q9NV79	PCMTD2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520245)
PO5F1_HUMAN	Q01860	POU5F1	HAP28_HUMAN	Q13442	PDAP1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520246)
PO5F1_HUMAN	Q01860	POU5F1	PDCD7_HUMAN	Q8N8D1	PDCD7	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520247)
PO5F1_HUMAN	Q01860	POU5F1	PDE6A_HUMAN	P16499	PDE6A	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520248)
PO5F1_HUMAN	Q01860	POU5F1	PDPR_HUMAN	Q8NCN5	PDPR	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520249)
PO5F1_HUMAN	Q01860	POU5F1	PEG10_HUMAN	Q86TG7	PEG10	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520250)
PO5F1_HUMAN	Q01860	POU5F1	PLD2_HUMAN	O14939	PLD2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520251)
PO5F1_HUMAN	Q01860	POU5F1	DPOA2_HUMAN	Q14181	POLA2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520252)
PO5F1_HUMAN	Q01860	POU5F1	PIT1_HUMAN	P28069	POU1F1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520253)
PO5F1_HUMAN	Q01860	POU5F1	PO5F1_HUMAN	Q01860	POU5F1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520254)
PO5F1_HUMAN	Q01860	POU5F1	PPIB_HUMAN	P23284	PPIB	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520255)
PO5F1_HUMAN	Q01860	POU5F1	PPOX_HUMAN	P50336	PPOX	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520256)
PO5F1_HUMAN	Q01860	POU5F1	P2R3A_HUMAN	Q06190	PPP2R3A	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520257)
PO5F1_HUMAN	Q01860	POU5F1	PPP6_HUMAN	O00743	PPP6C	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520258)
PO5F1_HUMAN	Q01860	POU5F1	PRAM_HUMAN	Q96QH2	PRMA1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520259)
PO5F1_HUMAN	Q01860	POU5F1	PCP_HUMAN	P42785	PRCP	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520260)
PO5F1_HUMAN	Q01860	POU5F1	PRDX3_HUMAN	P30048	PRDX3	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520261)
PO5F1_HUMAN	Q01860	POU5F1	PRKDC_HUMAN	P78527	PRKDC	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520262)
PO5F1_HUMAN	Q01860	POU5F1	PRPF3_HUMAN	O43395	PRPF3	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520263)
PO5F1_HUMAN	Q01860	POU5F1	PRRC1_HUMAN	Q96M27	PRRC1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520264)
PO5F1_HUMAN	Q01860	POU5F1	PSIP1_HUMAN	O75475	PSIP1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520265)
PO5F1_HUMAN	Q01860	POU5F1	PSB2_HUMAN	P49721	PSMB2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520266)
PO5F1_HUMAN	Q01860	POU5F1	PSD13_HUMAN	Q9UNM6	PSMD13	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520267)
PO5F1_HUMAN	Q01860	POU5F1	PSMD2_HUMAN	Q13200	PSMD2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520268)
PO5F1_HUMAN	Q01860	POU5F1	PSMD3_HUMAN	O43242	PSMD3	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520269)
PO5F1_HUMAN	Q01860	POU5F1	PTCD3_HUMAN	Q96EY7	PTCD3	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520270)
PO5F1_HUMAN	Q01860	POU5F1	RAB13_HUMAN	P51153	RAB13	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520271)
PO5F1_HUMAN	Q01860	POU5F1	SPF45_HUMAN	Q96I25	RBM17	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520273)
PO5F1_HUMAN	Q01860	POU5F1	RBM27_HUMAN	Q9P2N5	RBM27	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520274)
PO5F1_HUMAN	Q01860	POU5F1	RBM4_HUMAN	Q9BWF3	RBM4	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520275)
PO5F1_HUMAN	Q01860	POU5F1	TM10C_HUMAN	Q7L0Y3	TRMT10C	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520276)
PO5F1_HUMAN	Q01860	POU5F1	RPE_HUMAN	Q96AT9	RPE	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520277)
PO5F1_HUMAN	Q01860	POU5F1	RL22_HUMAN	P35268	RPL22	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520278)
